psu_hh_idcode,hhid,q02,q03,q05,q09,q23
327_1_3,32701,1,4,30,8,2
327_1_4,32701,2,9,20,8,0
327_1_5,32701,1,5,0,0,2
327_1_6,32701,2,7,67,0,0
327_3_1,32703,1,1,52,0,0
327_3_2,32703,2,2,49,0,0
327_3_3,32703,1,4,24,0,2
327_3_4,32703,1,4,18,0,2
327_5_1,32705,1,1,64,0,0
327_5_2,32705,2,2,58,0,0
327_5_3,32705,1,4,33,0,2
327_5_4,32705,1,4,27,0,2
327_6_1,32706,1,1,67,0,0
327_6_2,32706,2,2,62,0,0
327_7_1,32707,1,1,62,0,0
327_7_2,32707,2,2,59,0,0
327_8_2,32708,2,2,30,0,0
327_8_3,32708,1,4,10,0,2
327_8_4,32708,2,4,5,0,2
327_8_5,32708,2,7,61,0,0
327_9_2,32709,2,2,61,0,0
327_11_1,32711,1,1,62,0,0
327_11_2,32711,2,2,59,0,0
327_11_3,32711,1,4,30,0,2
328_1_1,32801,1,1,53,1,0
328_1_2,32801,2,2,48,0,0
328_1_3,32801,1,4,30,2,2
328_1_4,32801,2,9,22,0,0
328_1_5,32801,1,5,8,0,2
328_1_6,32801,2,5,3,0,2
328_1_7,32801,1,5,2,0,2
328_2_2,32802,2,2,55,0,0
328_2_3,32802,1,4,25,0,2
328_3_1,32803,1,1,40,0,0
328_3_2,32803,2,2,37,0,0
328_3_3,32803,1,4,17,0,2
328_3_4,32803,1,4,13,0,2
328_4_1,32804,1,1,54,0,0
328_4_2,32804,2,2,52,0,0
328_5_1,32805,1,1,50,0,0
328_5_2,32805,2,2,46,0,0
328_5_3,32805,1,4,22,0,2
328_6_1,32806,1,1,71,0,0
328_6_2,32806,2,2,69,0,0
328_7_2,32807,2,2,57,0,0
328_7_3,32807,1,4,30,0,2
328_7_4,32807,2,9,21,0,0
328_7_5,32807,1,5,0,0,2
328_7_6,32807,1,5,0,0,2
328_8_1,32808,1,1,47,2,2
328_8_2,32808,2,2,41,0,0
328_8_3,32808,1,4,16,0,2
328_8_4,32808,2,4,18,0,2
328_8_5,32808,1,7,77,0,0
328_8_6,32808,2,7,73,0,0
329_1_1,32901,1,1,59,0,0
329_1_2,32901,2,2,49,0,0
329_2_1,32902,1,1,50,0,0
329_2_2,32902,2,2,45,0,0
329_2_3,32902,2,4,18,0,2
329_2_4,32902,1,4,16,0,2
329_3_2,32903,2,2,46,0,0
329_3_3,32903,2,4,19,0,2
329_3_4,32903,1,4,17,0,2
329_4_2,32904,2,2,68,0,0
329_4_3,32904,1,4,51,0,2
329_4_4,32904,2,9,30,0,0
329_4_5,32904,2,5,12,0,2
329_4_6,32904,2,5,6,0,2
329_6_1,32906,1,1,52,0,0
329_6_2,32906,2,2,52,0,0
329_6_3,32906,1,4,32,0,2
329_6_4,32906,2,9,21,0,0
329_6_5,32906,1,5,3,0,2
329_6_6,32906,2,5,0,0,2
329_7_1,32907,1,1,40,6,0
329_7_2,32907,2,2,33,0,0
329_7_3,32907,1,4,10,0,2
329_7_4,32907,2,4,4,0,2
329_8_1,32908,1,1,51,0,0
329_8_2,32908,2,2,46,0,0
329_8_3,32908,2,4,15,0,2
329_8_4,32908,2,4,13,0,2
329_9_1,32909,1,1,52,0,0
329_9_2,32909,2,2,49,0,0
329_9_3,32909,1,4,26,8,2
329_9_4,32909,1,4,22,0,2
330_1_1,33001,1,1,67,0,0
330_1_2,33001,2,2,58,0,0
330_2_1,33002,1,1,67,0,0
330_2_2,33002,2,2,66,0,0
330_3_1,33003,1,1,57,0,0
330_3_2,33003,2,2,52,0,0
330_3_3,33003,1,4,25,0,2
330_3_4,33003,1,4,23,0,2
330_4_1,33004,1,1,53,0,0
330_4_2,33004,2,2,52,0,0
330_4_3,33004,1,4,27,0,2
330_4_4,33004,1,4,24,5,2
330_4_5,33004,2,9,25,0,0
330_4_6,33004,1,5,2,0,2
330_5_2,33005,2,2,57,0,0
330_5_3,33005,1,4,21,0,2
330_5_4,33005,2,4,28,0,2
330_6_1,33006,1,1,37,0,0
330_6_2,33006,2,2,30,0,0
330_6_3,33006,2,4,10,0,2
330_6_4,33006,1,4,3,0,2
330_7_1,33007,1,1,61,0,0
330_7_2,33007,2,2,58,0,0
330_7_3,33007,1,4,22,0,2
330_8_1,33008,1,1,70,0,0
330_8_2,33008,2,2,70,0,0
331_1_1,33101,1,1,29,0,0
331_1_2,33101,2,2,20,0,0
331_1_3,33101,2,4,0,0,2
331_3_1,33103,1,1,38,0,0
331_3_2,33103,2,2,30,0,0
331_3_3,33103,2,4,13,0,2
331_3_4,33103,2,4,9,0,2
331_3_5,33103,2,4,4,0,2
331_4_1,33104,1,1,80,0,0
331_4_2,33104,2,2,70,0,0
331_4_3,33104,1,4,38,0,2
331_4_4,33104,2,9,30,0,0
331_4_5,33104,2,5,6,0,2
331_4_6,33104,1,5,4,0,2
331_5_1,33105,1,1,35,0,0
331_5_2,33105,2,2,26,0,0
331_5_3,33105,1,4,4,0,2
331_6_1,33106,1,1,75,0,0
331_6_2,33106,2,2,66,0,0
331_6_3,33106,1,4,25,0,2
331_7_1,33107,1,1,33,0,0
331_7_2,33107,2,2,30,0,0
331_7_3,33107,2,4,16,0,2
331_7_4,33107,2,4,14,0,2
331_8_2,33108,2,2,57,0,0
331_8_3,33108,1,4,34,0,2
331_8_4,33108,2,9,26,0,0
331_8_5,33108,2,5,1,0,2
331_8_6,33108,1,4,31,0,2
331_8_7,33108,2,9,28,0,0
331_8_8,33108,1,4,29,0,2
331_8_9,33108,1,4,27,3,2
331_9_1,33109,1,1,61,0,0
331_9_2,33109,2,2,49,0,0
331_9_3,33109,1,4,23,0,2
331_9_4,33109,1,4,18,0,2
332_1_1,33201,1,1,53,0,1
332_1_2,33201,2,2,55,0,0
332_1_3,33201,2,4,22,0,2
332_1_4,33201,1,4,19,0,2
332_1_5,33201,2,7,77,0,0
332_2_1,33202,1,1,64,0,0
332_2_2,33202,2,2,57,0,0
332_3_1,33203,1,1,70,0,0
332_3_2,33203,2,2,67,0,0
332_4_1,33204,2,1,84,0,0
332_5_1,33205,1,1,54,0,0
332_5_2,33205,2,2,48,0,0
332_5_3,33205,1,4,21,0,2
332_6_1,33206,1,1,46,0,0
332_6_2,33206,2,2,36,0,0
332_6_3,33206,2,4,17,0,2
332_6_4,33206,2,4,14,0,2
332_6_5,33206,1,4,12,0,2
332_7_1,33207,1,1,59,1,0
332_7_2,33207,2,2,51,0,0
332_7_3,33207,1,4,25,0,2
332_7_4,33207,1,4,22,0,2
332_8_1,33208,1,1,32,0,0
332_8_2,33208,2,2,27,0,0
333_1_1,33301,1,1,25,0,0
333_1_2,33301,2,2,22,0,0
333_1_3,33301,1,4,3,0,2
333_2_1,33302,1,1,71,0,0
333_2_2,33302,2,2,64,0,0
333_2_3,33302,1,4,41,0,2
333_2_4,33302,2,9,37,0,0
333_2_5,33302,1,6,8,0,2
333_4_1,33304,1,1,32,3,0
333_4_2,33304,2,2,33,3,0
333_4_3,33304,2,4,2,3,2
333_5_1,33305,1,1,54,0,1
333_5_2,33305,2,2,50,0,0
333_5_3,33305,2,7,87,0,0
333_5_4,33305,1,10,44,0,0
333_6_1,33306,1,1,65,0,0
333_6_2,33306,2,2,54,0,0
333_6_3,33306,1,4,24,0,2
333_7_2,33307,2,2,61,0,0
333_7_3,33307,2,4,39,0,2
333_8_1,33308,1,1,42,0,0
333_8_2,33308,2,2,40,0,0
333_8_3,33308,1,4,13,0,2
333_8_4,33308,1,4,10,0,2
333_8_5,33308,2,4,7,0,2
333_11_1,33311,1,1,25,0,0
333_11_2,33311,2,2,21,0,0
333_11_3,33311,2,4,3,0,2
333_11_4,33311,2,4,2,0,2
334_1_1,33401,1,1,47,0,0
334_1_2,33401,2,2,39,0,0
334_1_3,33401,1,4,20,0,2
334_1_4,33401,1,4,16,0,2
334_1_5,33401,2,4,12,0,2
334_2_1,33402,1,1,46,0,0
334_2_2,33402,2,2,45,0,0
334_2_3,33402,1,4,21,0,2
334_2_4,33402,2,4,15,0,2
334_3_1,33403,1,1,70,0,0
334_3_2,33403,1,4,37,0,1
334_3_3,33403,2,9,31,0,0
334_3_4,33403,2,6,8,0,2
334_3_5,33403,1,6,5,0,2
334_4_1,33404,1,1,41,0,1
334_4_2,33404,2,2,36,0,0
334_4_3,33404,2,4,17,0,2
334_4_4,33404,2,4,14,0,2
334_4_5,33404,2,4,12,0,2
334_4_6,33404,2,7,75,0,0
334_5_1,33405,1,1,28,0,2
334_5_2,33405,2,2,26,0,0
334_5_3,33405,1,4,2,0,2
334_5_4,33405,2,4,2,0,2
334_5_5,33405,1,7,52,0,0
334_5_6,33405,2,7,50,0,0
334_6_1,33406,1,1,49,3,0
334_6_2,33406,2,2,45,0,0
334_6_3,33406,1,4,16,0,2
334_6_4,33406,1,4,12,0,2
334_7_1,33407,1,1,48,2,0
334_7_2,33407,2,2,39,0,0
334_7_3,33407,2,4,16,0,2
334_7_4,33407,2,4,12,0,2
334_8_1,33408,1,1,59,0,0
334_8_2,33408,2,2,50,0,0
334_8_3,33408,1,4,26,0,2
334_8_4,33408,2,4,23,0,2
335_1_1,33501,1,1,72,0,0
335_1_2,33501,2,4,40,0,1
335_2_1,33502,1,1,39,0,2
335_2_2,33502,2,2,36,0,0
335_2_3,33502,1,4,15,0,2
335_2_4,33502,1,4,9,0,2
335_2_5,33502,1,7,67,0,0
335_2_6,33502,2,7,58,0,0
335_4_1,33504,1,1,51,0,0
335_4_2,33504,2,2,49,0,0
335_4_3,33504,2,4,27,0,2
335_4_4,33504,2,4,24,0,2
335_4_5,33504,1,4,19,0,2
335_5_2,33505,2,2,20,0,0
335_5_3,33505,2,4,1,0,2
335_6_2,33506,2,2,47,0,0
335_6_3,33506,1,4,24,0,2
335_6_4,33506,2,4,19,0,2
335_7_1,33507,1,1,81,0,0
335_7_2,33507,2,2,82,0,0
335_8_1,33508,1,1,50,0,0
335_8_2,33508,2,2,47,0,0
335_8_3,33508,1,4,25,0,2
335_8_4,33508,1,4,20,0,2
335_10_1,33510,1,1,73,0,0
335_10_2,33510,2,2,74,0,0
336_1_1,33601,1,1,29,0,0
336_1_2,33601,2,2,25,0,0
336_1_3,33601,1,4,7,0,2
336_1_4,33601,1,4,1,0,2
336_2_1,33602,1,1,57,0,0
336_2_2,33602,2,2,52,0,0
336_2_3,33602,1,4,28,3,2
336_3_2,33603,2,2,52,0,0
336_3_3,33603,2,4,17,0,2
336_4_1,33604,1,1,40,0,0
336_4_2,33604,2,2,38,0,0
336_4_3,33604,1,4,17,0,2
336_4_4,33604,2,4,15,0,2
336_5_1,33605,2,1,72,0,0
336_6_1,33606,1,1,31,0,0
336_6_2,33606,2,2,31,0,0
336_6_3,33606,1,4,10,0,2
336_6_4,33606,2,4,7,0,2
336_6_5,33606,2,4,3,0,2
336_6_6,33606,1,4,0,0,2
336_7_1,33607,1,1,50,0,0
336_7_2,33607,2,2,45,0,0
336_7_3,33607,1,4,19,3,2
336_7_4,33607,2,4,16,0,2
336_9_1,33609,1,1,40,0,0
336_9_2,33609,2,2,37,0,0
336_9_3,33609,2,4,15,0,2
336_9_4,33609,2,4,13,0,2
336_9_5,33609,2,4,11,0,2
336_9_6,33609,1,4,0,0,2
337_2_1,33702,1,1,61,0,0
337_2_2,33702,2,2,58,0,0
337_2_3,33702,1,4,29,0,2
337_3_1,33703,1,1,50,0,0
337_3_2,33703,2,2,43,0,0
337_3_3,33703,1,4,19,3,2
337_3_4,33703,2,4,13,0,2
337_5_1,33705,2,1,54,0,0
337_6_2,33706,2,2,57,0,0
337_7_1,33707,1,1,29,0,0
337_7_2,33707,2,2,24,0,0
337_7_3,33707,2,4,6,0,2
337_7_4,33707,1,4,2,0,2
337_9_1,33709,1,1,60,0,0
337_9_2,33709,2,2,53,0,0
337_9_3,33709,2,4,21,5,2
337_9_4,33709,1,4,18,0,2
337_10_2,33710,2,2,44,0,0
337_10_3,33710,2,4,20,0,2
337_10_4,33710,2,4,13,0,2
337_12_1,33712,1,1,57,0,0
337_12_2,33712,2,2,48,0,0
337_12_3,33712,2,4,20,0,2
337_12_4,33712,2,4,15,0,2
338_1_2,33801,2,2,32,0,0
338_1_3,33801,1,4,13,0,2
338_1_4,33801,1,4,10,0,2
338_1_5,33801,1,4,5,0,2
338_2_1,33802,2,1,54,0,0
338_2_2,33802,1,4,35,2,1
338_2_3,33802,2,9,30,2,0
338_2_4,33802,2,5,2,2,2
338_2_5,33802,1,4,37,0,1
338_2_6,33802,2,9,22,0,0
338_3_1,33803,1,1,53,0,0
338_3_2,33803,2,2,45,0,0
338_3_3,33803,1,4,20,0,2
338_3_4,33803,2,4,18,0,2
338_5_1,33805,2,1,77,0,0
338_6_1,33806,2,1,78,0,0
338_6_2,33806,1,4,56,0,1
338_6_3,33806,2,9,51,0,0
338_6_4,33806,1,5,22,0,2
338_7_1,33807,1,1,60,0,0
338_7_2,33807,2,2,54,0,0
338_8_1,33808,1,1,45,5,0
338_8_3,33808,1,4,15,0,2
338_8_4,33808,2,4,13,0,2
338_8_5,33808,1,4,10,0,2
338_9_1,33809,1,1,44,0,0
338_9_2,33809,2,2,34,0,0
338_9_3,33809,2,4,16,0,2
338_9_4,33809,2,4,10,0,2
339_1_2,33901,2,2,21,0,0
339_1_3,33901,1,4,1,0,2
339_2_1,33902,1,1,64,0,0
339_2_2,33902,2,2,62,0,0
339_2_3,33902,2,4,33,0,2
339_2_4,33902,1,4,28,0,2
339_2_5,33902,1,4,26,0,2
339_2_6,33902,2,9,23,0,0
339_2_7,33902,2,5,0,0,2
339_3_1,33903,1,1,51,0,0
339_3_2,33903,2,2,49,0,0
339_3_3,33903,1,4,25,0,2
339_3_4,33903,2,4,17,0,2
339_3_5,33903,2,4,16,0,2
339_4_1,33904,1,1,48,0,1
339_4_2,33904,2,2,46,0,0
339_4_3,33904,1,4,24,0,2
339_4_4,33904,2,9,23,0,0
339_4_5,33904,2,4,21,0,2
339_4_6,33904,2,7,84,0,0
339_4_7,33904,2,8,61,0,1
339_5_1,33905,1,1,56,0,0
339_5_2,33905,2,2,54,0,0
339_5_3,33905,1,4,25,0,2
339_6_2,33906,2,2,32,0,0
339_6_3,33906,1,4,14,0,2
339_6_4,33906,2,4,7,0,2
339_7_2,33907,2,2,47,0,0
339_7_3,33907,1,4,22,0,2
339_7_4,33907,2,4,19,0,2
339_8_1,33908,1,1,43,0,1
339_8_2,33908,2,2,35,0,0
339_8_3,33908,2,7,62,0,0
339_8_4,33908,2,4,12,0,2
339_8_5,33908,2,4,7,0,2
340_1_1,34001,2,1,60,0,0
340_2_2,34002,2,2,37,0,0
340_2_3,34002,1,4,15,0,2
340_2_4,34002,2,4,12,0,2
340_3_2,34003,2,2,49,0,0
340_3_3,34003,1,4,27,0,2
340_3_4,34003,1,4,23,0,2
340_4_1,34004,1,1,36,0,0
340_4_2,34004,2,2,33,0,0
340_4_3,34004,1,4,13,0,2
340_4_4,34004,2,4,10,0,2
340_5_1,34005,1,1,67,0,0
340_5_2,34005,2,4,39,0,1
340_5_3,34005,2,5,12,0,1
340_5_4,34005,1,5,10,0,1
340_6_1,34006,1,1,71,0,0
340_6_2,34006,2,2,43,0,0
340_6_3,34006,1,4,16,0,2
340_7_2,34007,2,2,62,0,0
340_8_1,34008,2,1,42,0,0
340_8_2,34008,1,4,22,0,1
341_1_1,34101,1,1,48,0,0
341_1_2,34101,1,4,17,0,1
341_2_1,34102,1,1,29,0,0
341_2_2,34102,2,2,24,0,0
341_2_3,34102,1,4,7,0,2
341_2_4,34102,1,4,4,0,2
341_3_1,34103,1,1,52,0,0
341_3_2,34103,2,2,50,0,0
341_3_3,34103,1,4,25,0,2
341_3_4,34103,1,4,12,0,2
341_4_1,34104,1,1,64,0,0
341_4_2,34104,2,2,57,0,0
341_4_3,34104,1,4,27,0,2
341_4_4,34104,2,9,21,0,2
341_4_5,34104,1,5,0,0,0
341_5_1,34105,1,1,53,0,0
341_5_2,34105,2,2,47,0,0
341_5_3,34105,2,4,21,0,2
341_6_2,34106,2,2,31,0,0
341_6_3,34106,1,4,12,0,2
341_6_4,34106,2,4,6,0,2
341_6_5,34106,2,8,26,8,1
341_6_6,34106,2,7,63,2,0
341_7_1,34107,1,1,62,0,0
341_7_2,34107,2,2,55,0,0
341_7_3,34107,2,4,20,7,2
341_8_1,34108,1,1,28,0,2
341_8_2,34108,1,7,54,3,0
341_8_3,34108,2,7,50,0,0
341_8_4,34108,1,8,13,0,2
342_1_1,34201,1,1,51,0,0
342_1_2,34201,2,2,49,0,0
342_1_3,34201,1,4,22,5,2
342_1_4,34201,1,4,19,0,2
342_2_1,34202,1,1,53,0,0
342_2_2,34202,2,2,49,0,0
342_2_3,34202,1,4,29,0,2
342_2_4,34202,2,9,25,0,0
342_2_5,34202,1,5,4,0,2
342_2_6,34202,1,5,0,0,2
342_2_7,34202,2,4,24,0,2
342_2_8,34202,2,4,15,0,2
342_6_2,34206,2,2,52,0,0
342_6_3,34206,2,4,21,0,2
342_7_2,34207,2,2,40,0,0
342_7_3,34207,1,4,17,0,2
342_7_4,34207,1,4,15,0,2
342_8_1,34208,1,1,50,0,0
342_8_2,34208,2,2,43,1,0
342_8_3,34208,1,4,13,0,2
342_9_2,34209,2,2,45,0,0
342_9_3,34209,2,4,20,0,2
342_9_4,34209,1,4,17,0,2
342_9_5,34209,1,4,14,0,2
342_9_6,34209,1,4,8,0,2
342_10_2,34210,2,2,41,0,0
342_10_3,34210,1,4,20,0,2
342_10_4,34210,2,4,17,0,2
342_10_5,34210,1,4,15,0,2
343_2_1,34302,1,1,56,0,0
343_2_3,34302,2,4,22,0,2
343_2_4,34302,1,4,20,0,2
343_3_1,34303,1,1,56,0,1
343_3_2,34303,2,2,48,0,0
343_3_3,34303,1,4,20,3,2
343_3_4,34303,2,4,16,2,2
343_3_5,34303,2,7,84,0,0
343_4_1,34304,2,1,44,0,0
343_4_2,34304,2,4,17,0,1
343_4_3,34304,2,4,10,0,1
343_5_2,34305,2,2,36,0,0
343_5_3,34305,2,4,16,0,2
343_5_4,34305,2,4,14,0,2
343_5_5,34305,1,4,8,0,2
343_6_2,34306,2,2,42,0,0
343_6_3,34306,1,4,15,0,2
343_6_4,34306,1,4,12,0,2
343_6_5,34306,2,8,49,0,0
343_7_1,34307,1,1,71,0,0
343_7_2,34307,2,2,62,0,0
343_7_3,34307,1,4,32,0,2
343_7_4,34307,2,9,26,0,0
343_7_5,34307,2,4,25,0,2
343_8_1,34308,1,1,65,0,0
343_8_2,34308,2,2,59,0,0
343_9_1,34309,1,1,61,0,0
343_9_2,34309,2,2,53,0,0
343_9_3,34309,1,4,29,0,2
344_1_1,34401,1,1,59,0,0
344_1_2,34401,2,2,53,0,0
344_1_3,34401,2,4,29,9,2
344_1_4,34401,2,4,26,9,2
344_1_5,34401,2,4,23,9,2
344_1_6,34401,1,4,22,0,2
344_4_2,34404,2,2,75,0,0
344_5_2,34405,2,2,47,0,0
344_5_3,34405,2,7,76,0,0
344_5_4,34405,2,4,21,0,2
344_5_5,34405,1,4,19,0,2
344_6_1,34406,1,1,42,0,0
344_6_2,34406,2,2,40,0,0
344_6_3,34406,2,4,13,0,2
344_6_4,34406,2,4,10,0,2
344_6_5,34406,1,4,4,0,2
344_7_2,34407,2,2,42,0,0
344_7_3,34407,2,4,20,0,2
344_7_4,34407,2,4,18,0,2
344_7_5,34407,2,4,16,0,2
344_7_6,34407,1,4,14,0,2
344_8_1,34408,1,1,55,6,0
344_8_2,34408,2,2,51,0,0
344_8_3,34408,1,4,24,0,2
344_8_4,34408,1,4,20,0,2
344_9_1,34409,1,1,77,0,0
344_9_2,34409,2,2,77,0,0
344_10_1,34410,1,1,36,0,0
344_10_2,34410,2,2,31,0,0
344_10_3,34410,1,4,8,0,2
344_10_4,34410,2,4,6,0,2
345_1_1,34501,1,1,65,8,0
345_1_2,34501,2,2,61,8,0
345_3_1,34503,1,1,64,0,0
345_3_2,34503,2,2,63,0,0
345_4_1,34504,1,1,46,0,0
345_4_2,34504,2,2,42,0,0
345_5_1,34505,1,1,67,0,0
345_5_2,34505,2,2,67,0,0
345_7_1,34507,1,1,46,0,0
345_7_2,34507,2,2,45,0,0
345_7_3,34507,1,4,19,0,2
345_7_4,34507,2,4,15,0,2
345_8_2,34508,2,2,72,0,0
345_9_1,34509,1,1,28,0,0
345_9_2,34509,2,2,20,0,0
345_9_3,34509,2,4,1,0,2
345_11_1,34511,2,1,62,0,0
346_1_1,34601,1,1,60,0,0
346_1_2,34601,2,2,55,0,0
346_1_3,34601,2,4,29,0,2
346_1_4,34601,2,5,6,0,1
346_2_1,34602,2,1,64,0,0
346_2_2,34602,2,9,21,0,0
346_2_3,34602,1,5,3,0,1
346_2_4,34602,2,5,1,0,1
346_3_1,34603,1,1,31,0,0
346_3_2,34603,2,2,23,0,0
346_3_3,34603,1,4,1,0,2
346_4_2,34604,2,2,79,0,0
346_5_1,34605,1,1,31,0,0
346_5_2,34605,2,2,22,0,0
346_5_3,34605,1,4,4,0,2
346_6_1,34606,1,1,27,0,0
346_6_2,34606,2,2,26,0,0
346_6_3,34606,2,4,3,0,2
346_7_1,34607,1,1,43,0,0
346_7_2,34607,2,2,33,0,0
346_7_3,34607,1,4,13,0,2
346_8_1,34608,1,1,26,0,0
346_8_3,34608,2,4,2,0,2
347_1_1,34701,1,1,35,0,0
347_1_2,34701,2,2,28,0,0
347_1_3,34701,2,4,9,0,2
347_1_4,34701,1,4,6,0,2
347_2_1,34702,1,1,44,0,0
347_2_2,34702,2,2,44,0,0
347_2_3,34702,1,4,20,8,2
347_2_4,34702,2,4,18,0,2
347_2_5,34702,2,4,6,0,2
347_3_1,34703,1,1,36,0,0
347_3_2,34703,2,2,29,0,0
347_3_3,34703,1,4,10,0,2
347_3_4,34703,1,4,7,0,2
347_3_5,34703,2,4,3,0,2
347_4_1,34704,1,1,50,0,0
347_4_2,34704,2,2,41,0,0
347_4_3,34704,2,4,15,0,2
347_4_4,34704,2,4,13,0,2
347_4_5,34704,2,4,10,0,2
347_4_6,34704,1,4,6,0,2
347_5_1,34705,1,1,35,0,0
347_5_2,34705,2,2,34,0,0
347_5_3,34705,1,4,13,0,2
347_5_4,34705,2,4,12,0,2
347_5_5,34705,1,4,9,0,2
347_5_6,34705,2,4,2,0,2
347_6_1,34706,2,1,76,0,0
347_6_2,34706,1,4,43,0,1
347_6_3,34706,2,9,42,0,0
347_6_4,34706,2,5,13,0,2
347_6_5,34706,1,5,11,0,2
347_6_6,34706,2,5,8,0,2
347_8_2,34708,2,2,44,0,0
347_8_3,34708,1,4,23,0,2
347_8_4,34708,1,4,20,0,2
347_8_5,34708,1,4,15,0,2
347_9_1,34709,2,1,60,0,0
347_9_3,34709,2,9,33,0,0
347_9_4,34709,1,5,16,0,2
347_9_5,34709,1,5,11,0,2
347_9_6,34709,1,5,6,0,2
348_1_1,34801,1,1,52,0,0
348_1_2,34801,2,2,54,0,0
348_1_3,34801,1,4,28,0,0
348_1_4,34801,2,9,22,0,2
348_1_5,34801,1,4,27,0,2
348_1_6,34801,2,9,21,0,0
348_1_7,34801,1,4,22,0,2
348_1_8,34801,2,6,1,0,2
348_2_1,34802,1,1,43,0,0
348_2_2,34802,2,2,40,0,0
348_2_3,34802,2,4,39,0,2
348_2_4,34802,2,4,16,0,2
348_2_5,34802,2,4,10,0,2
348_3_2,34803,2,2,59,0,0
348_3_3,34803,1,4,29,0,2
348_3_4,34803,2,9,22,0,0
348_3_5,34803,1,6,0,0,2
348_4_2,34804,2,1,40,0,0
348_4_3,34804,1,4,15,0,2
348_4_4,34804,2,4,11,0,2
348_5_2,34805,2,2,51,0,0
348_5_3,34805,1,4,19,0,2
348_5_4,34805,1,4,17,0,2
348_6_1,34806,1,1,49,0,1
348_6_2,34806,2,2,46,0,0
348_6_3,34806,2,7,91,0,0
348_6_4,34806,1,4,23,0,2
348_6_5,34806,1,4,21,0,2
348_6_6,34806,1,4,16,0,2
348_7_1,34807,1,1,43,0,0
348_7_2,34807,2,2,38,0,0
348_7_3,34807,2,4,19,0,2
348_7_4,34807,2,4,16,0,2
348_8_2,34808,1,4,43,0,1
348_8_3,34808,2,9,47,0,0
348_8_4,34808,1,6,17,0,2
348_8_5,34808,1,6,10,0,2
349_1_3,34901,2,4,15,0,2
349_1_4,34901,2,4,14,0,2
349_2_1,34902,1,1,60,0,0
349_2_2,34902,2,2,53,0,0
349_2_3,34902,1,4,31,0,2
349_2_4,34902,2,9,28,0,0
349_2_5,34902,2,4,18,0,2
349_2_6,34902,1,6,1,0,2
349_3_1,34903,1,1,54,0,0
349_3_2,34903,2,2,45,0,0
349_3_3,34903,1,4,45,0,2
349_3_4,34903,1,4,20,0,2
349_4_2,34904,2,2,35,0,0
349_4_3,34904,1,4,11,0,2
349_4_4,34904,2,4,9,0,2
349_4_5,34904,1,4,15,0,2
349_5_1,34905,1,1,70,0,0
349_5_2,34905,2,2,68,0,0
349_6_1,34906,1,1,46,0,0
349_6_2,34906,2,2,45,0,0
349_6_3,34906,1,4,18,0,2
349_7_1,34907,1,1,47,0,1
349_7_2,34907,2,2,42,0,0
349_7_3,34907,2,7,91,0,0
349_7_4,34907,1,4,19,0,2
349_7_5,34907,1,4,16,0,2
349_7_6,34907,1,4,11,0,2
349_8_2,34908,2,2,42,0,0
349_8_3,34908,1,4,20,0,2
350_1_1,35001,1,1,63,0,0
350_1_2,35001,2,2,59,0,0
350_2_1,35002,1,1,46,0,0
350_2_2,35002,2,2,44,0,0
350_2_3,35002,1,4,17,0,2
350_3_1,35003,1,1,78,0,0
350_3_2,35003,2,2,75,0,0
350_5_1,35005,1,1,67,0,0
350_6_1,35006,1,1,50,0,0
350_6_2,35006,2,2,44,0,0
350_6_3,35006,1,4,20,0,2
350_6_4,35006,2,4,15,0,2
350_7_1,35007,1,1,57,0,0
350_7_2,35007,2,2,60,0,0
350_7_3,35007,1,4,26,0,2
350_7_4,35007,2,4,21,0,2
350_8_2,35008,2,2,69,0,0
350_8_3,35008,2,4,36,0,2
350_8_4,35008,1,4,33,0,2
350_9_1,35009,2,1,92,0,0
351_1_1,35101,1,1,80,0,0
351_1_2,35101,2,2,70,0,0
351_2_1,35102,1,1,41,0,0
351_2_2,35102,2,2,29,0,0
351_2_3,35102,2,4,8,0,2
351_3_1,35103,1,1,57,0,0
351_3_2,35103,2,2,58,0,0
351_3_3,35103,1,4,22,0,2
351_3_4,35103,1,4,22,0,2
351_4_1,35104,1,1,62,0,0
351_4_2,35104,2,2,60,0,0
351_4_3,35104,2,4,40,0,2
351_4_4,35104,2,4,34,0,2
351_5_1,35105,1,1,47,0,0
351_5_2,35105,2,2,45,0,0
351_5_3,35105,2,4,18,0,2
351_5_4,35105,1,4,14,0,2
351_6_1,35106,2,1,45,0,0
351_6_2,35106,1,4,22,0,1
351_6_3,35106,2,4,18,0,1
351_7_1,35107,1,1,58,0,0
351_7_2,35107,2,2,55,0,0
351_7_3,35107,2,4,28,0,2
351_8_2,35108,2,2,54,0,0
351_8_3,35108,1,4,20,0,2
351_8_4,35108,2,4,15,0,2
352_1_1,35201,1,1,51,0,0
352_1_2,35201,2,2,46,0,0
352_1_3,35201,2,4,24,0,2
352_1_4,35201,2,4,17,0,2
352_2_2,35202,2,2,31,0,0
352_2_3,35202,2,4,7,0,2
352_2_4,35202,1,4,5,0,2
352_3_1,35203,1,1,45,0,0
352_3_2,35203,2,2,33,0,0
352_3_3,35203,2,4,11,0,2
352_3_4,35203,2,4,3,0,2
352_4_1,35204,2,1,91,0,0
352_4_2,35204,1,4,55,0,1
352_5_2,35205,2,2,27,0,0
352_5_3,35205,1,4,2,0,2
352_6_1,35206,1,1,34,0,0
352_6_2,35206,2,2,30,0,0
352_6_3,35206,2,4,7,0,2
