psu_hh_idcode,subjectivePoverty_rating,q02,q03,q05,q09,q23,Q01,Q03,Q06,Q07,Q08,Q11,Q19
279_4_4,9.0,1,4,30,0,2,1,1,3.0,2.0,2.0,2.0,2.0
279_4_5,9.0,1,4,28,0,2,1,1,3.0,2.0,2.0,2.0,2.0
279_5_2,6.0,2,2,29,0,0,1,1,3.0,2.0,2.0,13.0,2.0
279_5_4,6.0,1,7,69,0,0,2,1,1.0,0.0,2.0,13.0,2.0
279_5_5,6.0,2,7,63,0,0,2,1,1.0,0.0,2.0,13.0,2.0
279_6_2,2.0,2,2,37,0,0,1,1,2.0,2.0,2.0,13.0,2.0
279_6_3,2.0,2,4,10,0,2,1,1,0.0,3.0,1.0,-1.0,-1.0
279_6_4,2.0,1,4,9,0,2,1,1,0.0,3.0,1.0,-1.0,-1.0
279_7_2,4.0,2,2,29,0,0,1,1,2.0,2.0,2.0,13.0,2.0
279_7_6,4.0,2,8,31,0,0,1,1,3.0,2.0,2.0,13.0,2.0
279_8_2,8.0,2,2,27,0,0,1,1,2.0,2.0,2.0,13.0,2.0
280_1_2,8.0,2,2,38,0,0,1,1,2.0,0.0,2.0,2.0,2.0
280_1_3,8.0,1,4,16,0,2,1,1,2.0,0.0,1.0,-1.0,-1.0
280_1_4,8.0,1,4,13,0,2,1,1,1.0,0.0,1.0,-1.0,-1.0
280_1_5,8.0,1,4,8,0,2,1,1,0.0,0.0,1.0,-1.0,-1.0
280_1_7,8.0,2,7,62,0,0,1,1,1.0,0.0,2.0,2.0,2.0
280_1_8,8.0,1,7,65,0,0,1,1,1.0,0.0,2.0,2.0,2.0
280_2_2,6.0,2,2,33,0,0,1,1,2.0,0.0,2.0,2.0,2.0
280_2_3,6.0,1,4,12,0,2,1,1,1.0,0.0,1.0,-1.0,-1.0
280_2_4,6.0,1,4,8,0,2,1,1,0.0,0.0,1.0,-1.0,-1.0
280_3_2,7.0,2,2,43,0,0,1,1,2.0,0.0,2.0,2.0,2.0
280_3_3,7.0,1,4,25,6,2,1,1,3.0,0.0,2.0,2.0,2.0
280_3_4,7.0,1,4,19,0,2,1,1,3.0,0.0,2.0,4.0,-1.0
280_3_5,7.0,2,4,16,0,2,1,1,2.0,0.0,1.0,-1.0,-1.0
280_3_6,7.0,2,4,13,0,2,1,1,1.0,2.0,1.0,-1.0,-1.0
280_4_2,7.0,2,2,41,0,0,1,1,2.0,0.0,2.0,2.0,2.0
280_4_3,7.0,2,4,11,0,2,1,1,1.0,2.0,1.0,-1.0,-1.0
280_4_4,7.0,1,4,10,0,2,1,1,0.0,2.0,1.0,-1.0,-1.0
280_5_2,8.0,2,2,51,0,0,1,1,2.0,0.0,2.0,2.0,2.0
280_5_3,8.0,1,4,29,0,2,1,1,2.0,1.0,2.0,2.0,2.0
280_5_4,8.0,2,4,21,0,2,1,1,3.0,2.0,2.0,2.0,2.0
280_5_5,8.0,2,4,19,0,2,1,1,3.0,2.0,2.0,1.0,-1.0
280_5_6,8.0,2,4,13,0,2,1,1,1.0,2.0,1.0,-1.0,-1.0
280_6_2,7.0,2,2,25,0,0,1,1,2.0,0.0,2.0,1.0,2.0
280_8_2,9.0,2,2,34,0,0,1,1,2.0,0.0,2.0,2.0,2.0
280_8_3,9.0,1,4,10,0,2,1,1,0.0,0.0,1.0,-1.0,-1.0
280_8_4,9.0,2,4,6,0,2,2,2,-1.0,-1.0,-1.0,-1.0,-1.0
280_8_5,9.0,2,4,6,0,2,2,2,-1.0,-1.0,-1.0,-1.0,-1.0
281_1_2,9.0,2,2,43,0,0,1,1,9.0,0.0,2.0,2.0,2.0
281_1_3,9.0,2,4,23,0,2,1,1,2.0,0.0,2.0,2.0,2.0
281_1_4,9.0,1,4,21,0,2,1,1,2.0,0.0,2.0,2.0,2.0
281_1_5,9.0,2,4,17,0,2,1,1,2.0,3.0,1.0,-1.0,-1.0
281_1_6,9.0,1,4,9,0,2,1,1,0.0,3.0,1.0,-1.0,-1.0
281_2_2,7.0,2,2,53,0,0,1,1,2.0,0.0,2.0,2.0,2.0
281_2_3,7.0,1,4,31,0,2,1,1,2.0,0.0,2.0,2.0,2.0
281_2_4,7.0,1,4,26,0,2,1,1,2.0,2.0,2.0,2.0,2.0
281_2_5,7.0,2,4,24,0,2,1,1,3.0,2.0,2.0,2.0,2.0
281_2_6,7.0,2,4,19,0,2,1,1,3.0,2.0,2.0,1.0,-1.0
281_3_2,8.0,2,2,26,0,0,1,1,9.0,1.0,2.0,2.0,2.0
281_4_2,7.0,2,2,30,0,0,1,1,2.0,0.0,2.0,2.0,2.0
281_4_3,7.0,2,4,10,0,2,1,1,1.0,2.0,1.0,-1.0,-1.0
281_4_4,7.0,1,4,8,0,2,2,1,0.0,2.0,1.0,-1.0,-1.0
281_6_2,8.0,2,2,81,0,0,2,1,0.0,1.0,2.0,13.0,2.0
281_6_3,8.0,1,4,43,0,2,1,1,3.0,1.0,2.0,2.0,2.0
281_6_4,8.0,2,9,37,0,0,1,1,2.0,0.0,2.0,2.0,2.0
281_6_5,8.0,1,6,15,0,2,1,1,1.0,3.0,1.0,-1.0,-1.0
281_6_6,8.0,2,6,14,0,2,1,1,1.0,3.0,1.0,-1.0,-1.0
281_6_7,8.0,1,6,9,0,2,1,1,0.0,3.0,1.0,-1.0,-1.0
281_8_2,5.0,1,4,19,0,1,1,1,2.0,0.0,2.0,2.0,1.0
281_11_2,6.0,2,2,65,0,0,2,1,2.0,1.0,2.0,13.0,2.0
281_11_3,6.0,1,4,27,5,2,1,1,2.0,0.0,2.0,2.0,2.0
282_1_2,6.0,2,2,31,0,0,1,1,2.0,0.0,2.0,2.0,2.0
282_1_3,6.0,2,4,10,0,2,1,1,0.0,3.0,1.0,-1.0,-1.0
282_2_2,8.0,2,2,28,0,0,1,1,9.0,2.0,2.0,13.0,2.0
282_3_2,8.0,2,2,31,0,0,1,1,3.0,2.0,2.0,2.0,2.0
282_4_2,8.0,2,2,32,0,0,1,1,9.0,2.0,2.0,13.0,2.0
282_5_2,8.0,2,2,52,0,0,1,1,2.0,0.0,2.0,2.0,2.0
282_6_2,7.0,2,2,37,0,0,1,1,9.0,0.0,2.0,2.0,2.0
282_6_3,7.0,1,4,12,0,2,1,1,1.0,3.0,1.0,-1.0,-1.0
282_6_4,7.0,1,4,10,0,2,1,1,0.0,3.0,1.0,-1.0,-1.0
282_7_2,7.0,2,2,64,0,0,1,1,2.0,0.0,2.0,2.0,2.0
282_7_3,7.0,1,4,28,0,2,1,1,2.0,0.0,2.0,2.0,2.0
282_7_4,7.0,2,9,24,0,0,1,1,3.0,2.0,2.0,2.0,2.0
282_7_6,7.0,1,4,22,0,2,1,1,3.0,2.0,2.0,2.0,2.0
282_8_2,7.0,2,2,40,0,0,1,1,2.0,0.0,2.0,2.0,2.0
282_8_3,7.0,2,4,17,0,2,1,1,2.0,2.0,1.0,-1.0,-1.0
282_8_4,7.0,1,4,16,0,2,1,1,2.0,2.0,1.0,-1.0,-1.0
282_8_5,7.0,2,4,14,0,2,1,1,2.0,2.0,1.0,-1.0,-1.0
283_2_2,8.0,2,2,42,0,0,1,1,3.0,0.0,2.0,2.0,2.0
283_2_3,8.0,2,4,17,0,2,1,1,2.0,2.0,1.0,-1.0,-1.0
283_2_4,8.0,1,4,16,0,2,1,1,2.0,2.0,1.0,-1.0,-1.0
283_2_5,8.0,1,4,10,0,2,1,1,1.0,2.0,1.0,-1.0,-1.0
283_3_2,7.0,2,2,30,0,0,1,1,2.0,1.0,2.0,13.0,2.0
283_3_3,7.0,2,4,8,0,2,1,1,0.0,2.0,1.0,-1.0,-1.0
283_3_6,7.0,2,7,71,0,0,1,1,2.0,1.0,2.0,13.0,2.0
283_4_2,8.0,2,2,70,0,0,1,1,1.0,0.0,2.0,2.0,2.0
283_5_2,8.0,1,4,26,3,1,1,1,3.0,1.0,2.0,2.0,2.0
283_5_3,8.0,1,4,15,0,1,1,1,2.0,2.0,1.0,-1.0,-1.0
283_5_4,8.0,2,4,21,0,1,1,1,3.0,2.0,1.0,-1.0,-1.0
283_6_2,7.0,2,2,32,0,0,1,1,9.0,2.0,2.0,2.0,2.0
284_1_2,8.0,2,2,53,0,0,1,1,2.0,0.0,2.0,2.0,2.0
284_1_3,8.0,1,4,27,0,2,1,1,2.0,0.0,2.0,2.0,2.0
284_1_4,8.0,2,9,24,0,0,1,1,2.0,0.0,2.0,2.0,2.0
284_3_2,7.0,2,2,40,0,0,1,1,2.0,0.0,2.0,2.0,2.0
284_3_3,7.0,2,4,20,0,2,1,1,2.0,2.0,2.0,2.0,2.0
284_3_4,7.0,1,4,12,0,2,1,1,1.0,2.0,1.0,-1.0,-1.0
284_3_5,7.0,1,4,7,0,2,1,1,0.0,2.0,1.0,-1.0,-1.0
284_5_2,7.0,2,2,39,0,0,1,1,2.0,0.0,2.0,2.0,2.0
284_5_3,7.0,1,4,17,0,2,1,1,2.0,2.0,1.0,-1.0,-1.0
284_5_4,7.0,2,4,14,0,2,1,1,1.0,2.0,1.0,-1.0,-1.0
284_5_5,7.0,2,4,9,0,2,1,1,0.0,2.0,1.0,-1.0,-1.0
284_6_2,6.0,2,2,44,0,0,1,1,2.0,0.0,1.0,-1.0,2.0
284_6_3,6.0,1,4,16,0,2,1,1,2.0,2.0,1.0,-1.0,-1.0
284_6_4,6.0,1,4,13,0,2,1,1,1.0,2.0,1.0,-1.0,-1.0
284_6_5,6.0,2,4,12,0,2,1,1,1.0,2.0,1.0,-1.0,-1.0
284_6_6,6.0,1,4,10,0,2,1,1,0.0,2.0,1.0,-1.0,-1.0
284_10_2,8.0,2,2,42,0,0,1,1,9.0,0.0,2.0,2.0,2.0
284_10_3,8.0,2,4,22,0,2,1,1,2.0,0.0,2.0,2.0,2.0
284_10_4,8.0,1,4,19,0,2,1,1,3.0,2.0,1.0,-1.0,-1.0
284_10_5,8.0,1,4,11,0,2,1,1,1.0,2.0,1.0,-1.0,-1.0
284_11_2,8.0,2,2,46,0,0,1,1,2.0,0.0,2.0,2.0,2.0
284_11_3,8.0,1,4,21,0,2,1,1,6.0,2.0,1.0,-1.0,-1.0
284_11_4,8.0,1,4,19,8,2,1,1,3.0,2.0,2.0,1.0,1.0
284_11_5,8.0,1,4,14,0,2,1,1,1.0,2.0,1.0,-1.0,-1.0
284_11_6,8.0,1,4,8,0,2,1,1,0.0,2.0,1.0,-1.0,-1.0
285_1_2,7.0,2,2,72,0,0,1,1,1.0,0.0,2.0,2.0,2.0
285_1_3,7.0,1,4,46,0,2,1,1,9.0,1.0,2.0,13.0,2.0
285_1_4,7.0,2,9,40,0,0,1,1,9.0,1.0,2.0,13.0,2.0
285_1_5,7.0,1,6,13,0,2,1,1,1.0,2.0,1.0,-1.0,-1.0
285_1_6,7.0,2,6,10,0,2,1,1,0.0,2.0,1.0,-1.0,-1.0
285_1_7,7.0,1,6,7,0,2,1,1,0.0,2.0,1.0,-1.0,-1.0
285_2_2,7.0,2,2,41,0,0,1,1,3.0,0.0,2.0,2.0,2.0
285_2_3,7.0,1,4,23,0,2,1,1,3.0,0.0,2.0,2.0,2.0
285_2_4,7.0,1,4,21,0,2,1,1,7.0,2.0,1.0,-1.0,-1.0
285_2_5,7.0,1,4,17,0,2,1,1,2.0,2.0,1.0,-1.0,-1.0
285_4_2,7.0,2,2,44,0,0,1,1,3.0,0.0,2.0,2.0,2.0
285_4_3,7.0,2,4,22,0,2,1,1,3.0,0.0,2.0,2.0,2.0
285_4_4,7.0,1,4,20,6,2,1,1,3.0,0.0,2.0,2.0,2.0
285_4_5,7.0,2,4,18,0,2,1,1,3.0,3.0,1.0,-1.0,-1.0
285_4_6,7.0,1,4,15,0,2,1,1,2.0,3.0,1.0,-1.0,-1.0
285_5_2,9.0,2,2,46,0,0,1,1,9.0,0.0,2.0,13.0,2.0
285_5_3,9.0,1,4,23,0,2,1,1,9.0,2.0,2.0,13.0,2.0
285_5_4,9.0,2,4,20,0,2,1,1,3.0,3.0,1.0,-1.0,-1.0
285_5_5,9.0,1,4,17,0,2,1,1,2.0,2.0,1.0,-1.0,-1.0
285_6_2,7.0,2,2,51,0,0,1,1,2.0,0.0,2.0,2.0,2.0
285_6_3,7.0,1,4,30,0,2,1,1,3.0,0.0,2.0,2.0,2.0
285_6_4,7.0,2,4,20,0,2,1,1,3.0,2.0,1.0,-1.0,-1.0
285_8_2,7.0,2,2,38,0,0,1,1,2.0,0.0,2.0,2.0,2.0
285_8_3,7.0,1,4,17,0,2,1,1,2.0,3.0,1.0,-1.0,-1.0
285_8_4,7.0,1,4,15,0,2,1,1,2.0,3.0,1.0,-1.0,-1.0
285_8_5,7.0,2,4,13,0,2,1,1,1.0,2.0,1.0,-1.0,-1.0
285_8_6,7.0,1,4,11,0,2,1,1,0.0,2.0,1.0,-1.0,-1.0
285_8_7,7.0,2,4,7,0,2,1,1,0.0,2.0,1.0,-1.0,-1.0
286_1_1,4.0,1,1,50,0,0,1,1,2.0,0.0,2.0,13.0,2.0
286_1_3,4.0,1,4,23,0,2,1,1,2.0,2.0,2.0,13.0,2.0
286_1_4,4.0,1,4,20,0,2,1,1,5.0,2.0,2.0,13.0,2.0
286_2_2,2.0,2,2,44,0,0,1,1,2.0,0.0,2.0,13.0,2.0
286_2_3,2.0,2,4,15,0,2,1,1,2.0,2.0,1.0,-1.0,-1.0
286_2_4,2.0,2,4,14,0,2,1,1,1.0,2.0,1.0,-1.0,-1.0
286_2_5,2.0,1,4,10,0,2,1,1,0.0,2.0,1.0,-1.0,-1.0
286_7_1,2.0,1,1,45,0,0,1,1,2.0,0.0,2.0,13.0,2.0
286_7_3,2.0,1,4,20,0,2,1,1,2.0,1.0,2.0,2.0,2.0
286_7_4,2.0,2,4,17,0,2,1,1,2.0,2.0,1.0,-1.0,-1.0
286_8_3,7.0,1,4,21,0,2,1,1,3.0,1.0,2.0,13.0,2.0
286_8_4,7.0,2,4,20,0,2,1,1,3.0,1.0,1.0,-1.0,-1.0
286_9_1,3.0,1,1,60,0,0,1,1,2.0,0.0,2.0,13.0,2.0
286_10_2,5.0,2,2,75,0,0,2,1,2.0,0.0,2.0,13.0,2.0
287_1_1,3.0,1,1,69,0,0,1,1,1.0,0.0,2.0,13.0,2.0
287_3_2,7.0,1,4,34,0,1,1,1,3.0,0.0,2.0,13.0,2.0
287_3_3,7.0,2,9,29,0,0,1,1,3.0,0.0,2.0,13.0,2.0
287_3_4,7.0,1,5,9,0,2,1,1,0.0,3.0,1.0,-1.0,-1.0
287_4_1,2.0,1,1,67,0,0,3,2,-1.0,-1.0,-1.0,-1.0,-1.0
287_4_3,2.0,2,4,42,2,1,1,1,3.0,3.0,2.0,13.0,2.0
287_4_4,2.0,1,5,15,0,1,1,1,2.0,3.0,1.0,-1.0,-1.0
287_6_1,5.0,1,1,80,0,0,2,2,-1.0,-1.0,-1.0,-1.0,-1.0
287_6_2,5.0,2,2,70,0,0,1,1,2.0,0.0,2.0,13.0,2.0
287_6_3,5.0,1,4,44,0,2,1,1,3.0,2.0,2.0,13.0,2.0
287_6_5,5.0,2,5,13,0,2,1,1,1.0,3.0,1.0,-1.0,-1.0
287_6_6,5.0,2,5,13,0,2,1,1,1.0,3.0,1.0,-1.0,-1.0
287_6_7,5.0,1,5,10,0,2,1,1,0.0,3.0,1.0,-1.0,-1.0
287_7_2,3.0,2,2,43,0,0,1,1,2.0,0.0,2.0,13.0,2.0
287_7_3,3.0,1,4,17,0,2,1,1,2.0,0.0,2.0,2.0,1.0
287_7_4,3.0,2,4,15,0,2,1,1,0.0,0.0,2.0,2.0,1.0
287_7_5,3.0,2,4,13,0,2,1,1,0.0,0.0,2.0,2.0,1.0
287_7_6,3.0,2,4,11,0,2,1,1,0.0,0.0,2.0,2.0,1.0
287_7_7,3.0,1,4,8,0,2,1,1,0.0,0.0,1.0,-1.0,-1.0
287_8_1,3.0,1,1,52,0,1,1,1,2.0,0.0,2.0,13.0,2.0
287_8_3,3.0,1,4,24,1,1,1,1,3.0,1.0,2.0,13.0,2.0
287_8_4,3.0,1,4,18,0,2,1,1,2.0,2.0,1.0,-1.0,-1.0
287_8_5,3.0,2,7,86,0,0,3,2,-1.0,-1.0,-1.0,-1.0,-1.0
288_2_2,2.0,2,2,59,0,0,1,1,2.0,0.0,2.0,14.0,2.0
288_8_2,2.0,2,2,42,0,0,1,1,6.0,2.0,2.0,13.0,2.0
288_8_3,2.0,2,4,11,0,2,1,1,1.0,2.0,1.0,-1.0,-1.0
288_8_4,2.0,2,4,6,0,2,2,1,0.0,3.0,1.0,-1.0,1.0
288_9_2,3.0,2,2,20,0,0,1,1,3.0,3.0,2.0,12.0,2.0
288_9_4,3.0,2,7,59,0,0,1,1,4.0,0.0,2.0,13.0,2.0
288_11_2,3.0,2,2,60,0,0,1,1,3.0,2.0,2.0,13.0,2.0
289_1_2,1.0,2,2,52,0,0,1,1,2.0,1.0,2.0,13.0,2.0
289_2_2,2.0,2,2,73,0,0,1,1,4.0,0.0,2.0,13.0,2.0
289_3_1,4.0,1,1,49,0,0,1,1,4.0,1.0,2.0,13.0,2.0
289_3_3,4.0,1,4,18,0,2,1,1,6.0,2.0,2.0,4.0,1.0
289_3_4,4.0,1,4,12,0,2,1,1,1.0,1.0,1.0,-1.0,-1.0
289_3_5,4.0,1,4,10,0,2,1,1,0.0,1.0,1.0,-1.0,-1.0
289_4_2,2.0,2,2,58,0,0,1,1,2.0,0.0,2.0,13.0,2.0
289_4_3,2.0,1,4,26,0,2,1,1,3.0,3.0,2.0,12.0,2.0
289_4_4,2.0,2,9,23,0,0,1,1,3.0,3.0,2.0,12.0,2.0
289_4_6,2.0,1,4,21,0,2,1,1,3.0,2.0,2.0,2.0,2.0
289_5_2,2.0,2,2,43,0,0,1,1,5.0,2.0,2.0,13.0,2.0
289_5_3,2.0,2,4,16,0,2,1,1,2.0,1.0,1.0,-1.0,-1.0
289_5_4,2.0,2,4,9,0,2,1,1,0.0,3.0,1.0,-1.0,-1.0
289_6_2,1.0,2,2,49,0,0,1,1,2.0,1.0,2.0,13.0,2.0
289_6_3,1.0,1,4,29,0,2,1,1,3.0,2.0,2.0,13.0,2.0
289_6_4,1.0,2,4,22,0,2,1,1,3.0,2.0,2.0,13.0,2.0
289_9_2,2.0,2,2,67,0,0,1,1,2.0,0.0,2.0,13.0,2.0
289_11_2,3.0,2,2,49,0,0,1,1,2.0,2.0,2.0,13.0,2.0
289_11_3,3.0,1,4,27,0,2,1,1,3.0,2.0,2.0,4.0,2.0
289_11_4,3.0,2,9,23,0,0,1,1,3.0,2.0,2.0,12.0,2.0
289_11_6,3.0,2,4,24,0,2,1,1,3.0,3.0,2.0,4.0,2.0
290_1_2,3.0,2,2,24,0,0,1,1,3.0,2.0,2.0,12.0,2.0
290_4_2,2.0,2,2,60,0,0,1,1,4.0,2.0,2.0,13.0,2.0
290_4_3,2.0,1,4,40,0,2,1,1,3.0,3.0,2.0,13.0,2.0
290_4_4,2.0,2,9,37,0,0,1,1,3.0,2.0,2.0,12.0,2.0
290_4_5,2.0,2,6,13,0,2,1,1,1.0,2.0,1.0,-1.0,-1.0
290_4_6,2.0,2,6,11,0,2,1,1,1.0,3.0,1.0,-1.0,-1.0
290_5_2,2.0,2,2,62,0,0,1,1,5.0,0.0,2.0,13.0,2.0
290_6_2,1.0,2,2,56,0,0,1,1,4.0,1.0,2.0,13.0,2.0
290_6_3,1.0,1,4,23,0,2,1,1,3.0,2.0,2.0,4.0,2.0
290_7_2,2.0,2,2,62,0,0,1,1,4.0,1.0,2.0,13.0,2.0
290_8_2,2.0,2,2,56,0,0,1,1,2.0,0.0,2.0,13.0,2.0
290_10_2,1.0,2,2,74,0,0,1,1,1.0,0.0,2.0,13.0,2.0
290_11_2,1.0,2,2,41,0,0,1,1,3.0,2.0,2.0,13.0,2.0
290_11_3,1.0,2,4,18,0,2,1,1,3.0,1.0,1.0,-1.0,-1.0
290_11_4,1.0,1,4,13,0,2,1,1,1.0,3.0,1.0,-1.0,-1.0
290_11_5,1.0,2,4,10,0,2,1,1,0.0,2.0,1.0,-1.0,-1.0
291_1_1,6.0,1,1,67,0,0,2,1,1.0,0.0,2.0,13.0,2.0
291_2_1,2.0,1,1,64,0,0,1,1,6.0,0.0,2.0,13.0,2.0
291_3_2,5.0,2,2,55,0,0,1,1,2.0,0.0,2.0,13.0,2.0
291_3_3,5.0,2,7,80,0,0,3,1,1.0,1.0,2.0,13.0,2.0
291_4_1,7.0,1,1,67,0,0,1,1,2.0,0.0,2.0,13.0,2.0
291_5_3,5.0,1,1,33,3,2,1,1,2.0,2.0,2.0,13.0,2.0
291_5_5,5.0,2,4,6,0,2,2,2,-1.0,-1.0,-1.0,-1.0,-1.0
291_7_2,5.0,2,4,26,0,1,1,1,9.0,3.0,2.0,13.0,2.0
291_7_3,5.0,2,4,19,0,1,1,1,3.0,3.0,1.0,-1.0,-1.0
291_7_4,5.0,2,4,17,0,1,1,1,2.0,3.0,1.0,-1.0,-1.0
292_2_1,2.0,1,1,39,0,0,1,1,2.0,0.0,2.0,13.0,2.0
292_2_3,2.0,2,4,7,0,2,1,1,0.0,1.0,1.0,-1.0,-1.0
292_3_1,3.0,1,1,52,0,0,1,1,6.0,2.0,2.0,13.0,2.0
292_3_3,3.0,1,4,23,0,2,1,1,7.0,3.0,1.0,-1.0,-1.0
292_3_4,3.0,1,4,21,0,2,1,1,5.0,3.0,2.0,13.0,2.0
292_4_1,3.0,1,1,47,0,0,1,1,2.0,0.0,2.0,13.0,2.0
292_4_3,3.0,1,4,22,0,2,1,1,3.0,0.0,2.0,13.0,2.0
292_4_4,3.0,2,4,8,0,2,1,1,0.0,3.0,1.0,-1.0,-1.0
292_5_2,7.0,2,2,60,0,0,1,1,1.0,0.0,2.0,13.0,2.0
292_7_1,5.0,1,1,61,0,0,1,1,3.0,0.0,2.0,13.0,2.0
292_7_3,5.0,1,4,20,0,2,1,1,2.0,1.0,2.0,2.0,2.0
292_8_1,5.0,1,1,49,0,0,1,1,2.0,0.0,2.0,13.0,2.0
292_8_3,5.0,2,4,14,0,2,1,1,1.0,0.0,1.0,-1.0,-1.0
293_1_2,2.0,2,2,27,0,0,1,1,2.0,0.0,2.0,13.0,2.0
293_1_3,2.0,2,4,8,0,2,1,1,0.0,0.0,1.0,-1.0,-1.0
293_1_5,2.0,2,7,70,0,0,1,1,1.0,0.0,2.0,13.0,2.0
293_3_2,2.0,2,2,56,0,0,1,1,2.0,0.0,2.0,13.0,2.0
293_4_2,2.0,2,2,55,0,0,1,1,2.0,0.0,2.0,13.0,2.0
293_5_2,2.0,2,2,29,0,0,1,1,3.0,0.0,2.0,13.0,2.0
293_6_2,2.0,2,2,54,0,0,1,1,2.0,0.0,2.0,13.0,2.0
293_8_2,2.0,2,2,54,0,0,1,1,2.0,0.0,2.0,13.0,2.0
293_12_2,2.0,2,2,61,0,0,1,1,2.0,0.0,2.0,13.0,2.0
294_2_2,6.0,2,2,60,0,0,1,1,2.0,0.0,2.0,13.0,2.0
294_3_1,2.0,1,1,57,0,1,1,1,2.0,0.0,2.0,13.0,2.0
294_3_3,2.0,2,4,9,0,2,1,1,0.0,1.0,1.0,-1.0,-1.0
294_3_4,2.0,1,4,6,0,2,3,2,-1.0,-1.0,-1.0,-1.0,-1.0
294_3_5,2.0,2,7,91,0,0,3,2,-1.0,-1.0,-1.0,-1.0,-1.0
294_4_1,4.0,1,1,58,0,0,1,1,6.0,0.0,2.0,13.0,2.0
294_5_2,8.0,2,2,56,0,0,1,1,2.0,0.0,2.0,13.0,2.0
294_5_3,8.0,1,4,22,0,2,1,1,2.0,1.0,2.0,13.0,2.0
294_5_4,8.0,2,7,79,0,0,3,2,-1.0,-1.0,-1.0,-1.0,-1.0
294_7_1,2.0,1,1,36,0,0,1,1,1.0,0.0,2.0,13.0,2.0
294_7_3,2.0,1,4,19,0,2,1,1,2.0,0.0,2.0,13.0,1.0
294_7_4,2.0,2,4,9,0,2,1,1,0.0,0.0,1.0,-1.0,-1.0
294_9_2,5.0,2,2,59,0,0,1,1,1.0,0.0,2.0,13.0,2.0
294_9_3,5.0,1,4,22,0,2,1,1,2.0,1.0,2.0,13.0,2.0
295_1_2,6.0,2,2,55,0,0,1,1,2.0,1.0,2.0,13.0,2.0
295_1_3,6.0,1,4,25,0,2,1,1,2.0,0.0,2.0,13.0,2.0
295_2_2,4.0,1,4,39,0,1,1,1,2.0,1.0,2.0,13.0,2.0
295_2_3,4.0,2,9,32,0,0,1,1,3.0,1.0,2.0,13.0,2.0
295_2_4,4.0,1,5,9,0,2,1,1,0.0,2.0,1.0,-1.0,-1.0
295_3_2,3.0,2,2,39,0,0,1,1,2.0,1.0,2.0,13.0,2.0
295_3_3,3.0,1,4,16,0,2,1,1,2.0,1.0,2.0,13.0,1.0
295_3_4,3.0,1,4,14,0,2,1,1,1.0,0.0,1.0,-1.0,-1.0
295_4_2,3.0,2,2,31,0,0,1,1,2.0,1.0,2.0,13.0,2.0
295_4_3,3.0,1,4,11,0,2,1,1,0.0,0.0,1.0,-1.0,-1.0
295_5_2,3.0,2,2,54,0,0,2,2,-1.0,-1.0,-1.0,-1.0,-1.0
295_5_3,3.0,1,4,27,0,2,1,1,2.0,1.0,2.0,13.0,2.0
295_5_4,3.0,2,9,25,0,0,1,1,8.0,1.0,2.0,13.0,2.0
295_6_2,5.0,2,2,54,0,0,1,1,2.0,1.0,2.0,13.0,2.0
295_6_3,5.0,1,4,26,0,2,1,1,2.0,1.0,2.0,13.0,2.0
295_6_4,5.0,2,4,20,0,2,1,1,3.0,3.0,1.0,-1.0,-1.0
295_7_2,3.0,2,2,47,0,0,1,1,2.0,1.0,2.0,13.0,2.0
295_7_3,3.0,1,4,23,0,2,1,1,2.0,1.0,2.0,13.0,2.0
295_7_4,3.0,1,4,17,0,2,1,1,2.0,1.0,2.0,13.0,1.0
295_8_2,4.0,2,2,46,0,0,2,1,2.0,1.0,2.0,13.0,2.0
295_8_3,4.0,1,4,20,0,2,1,1,2.0,1.0,2.0,13.0,2.0
295_8_4,4.0,2,4,16,0,2,1,1,2.0,1.0,2.0,13.0,1.0
295_8_5,4.0,2,7,78,0,0,3,2,-1.0,-1.0,-1.0,-1.0,-1.0
296_1_2,8.0,2,2,57,0,0,1,1,5.0,3.0,2.0,13.0,2.0
296_2_2,6.0,2,2,32,0,0,1,1,3.0,1.0,2.0,13.0,2.0
296_2_3,6.0,2,4,15,0,2,1,1,2.0,3.0,1.0,-1.0,-1.0
296_2_4,6.0,2,4,12,0,2,1,1,1.0,3.0,1.0,-1.0,-1.0
296_2_5,6.0,1,4,9,0,2,2,1,0.0,4.0,1.0,-1.0,-1.0
296_5_2,5.0,2,2,54,0,0,2,1,3.0,1.0,2.0,13.0,2.0
296_5_3,5.0,1,4,26,0,2,1,1,7.0,1.0,2.0,13.0,2.0
296_5_4,5.0,2,4,22,0,2,1,1,7.0,1.0,2.0,13.0,2.0
296_5_5,5.0,2,9,26,0,0,1,1,9.0,1.0,2.0,13.0,2.0
296_8_2,6.0,2,2,52,0,0,1,1,2.0,1.0,2.0,13.0,2.0
296_8_3,6.0,2,4,25,0,2,1,1,9.0,1.0,2.0,13.0,2.0
296_8_4,6.0,1,4,23,0,2,1,1,2.0,1.0,2.0,13.0,2.0
296_10_2,5.0,2,2,44,0,0,1,1,3.0,4.0,2.0,2.0,2.0
296_10_3,5.0,2,4,15,0,2,1,1,2.0,4.0,1.0,-1.0,-1.0
296_10_4,5.0,1,4,12,0,2,1,1,1.0,4.0,1.0,-1.0,-1.0
296_12_2,6.0,2,2,69,0,0,2,1,3.0,3.0,2.0,2.0,2.0
297_1_2,5.0,1,4,44,0,1,1,1,3.0,3.0,2.0,12.0,2.0
